NC_030599.1 Prunus pseudocerasus voucher PSEUDO20160226 chloroplast, complete genome
NC_031163.1 Malus prunifolia voucher MPRUN20160302 chloroplast, complete genome
NC_032038.1 Rosa roxburghii chloroplast, complete genome
NC_033975.1 Sorbus torminalis chloroplast, complete genome
NC_085649.1 Sorbus slavnicensis (nom. inval.) isolate Q117_S180 voucher V.Mikolas&W.Starmuhler#s.n. chloroplast, complete genome
NC_085650.1 Aria umbellata isolate Q110_S184 voucher R.Missbach#s.n. chloroplast, complete genome
NC_085651.1 Sorbus californica isolate Q006_S196 voucher A.A.Heller#14706 chloroplast, complete genome
NC_085652.1 Sorbus decora isolate Q124_S200 voucher J.A.Calder#2680x chloroplast, complete genome
NC_085653.1 Sorbus dumosa isolate Q125_S205 voucher E.D.Mcdonald#s.n. chloroplast, complete genome
NC_085654.1 Sorbus sambucifolia isolate Q011_S206 voucher A.Nelson&R.A.Nelson#4149 chloroplast, complete genome
NC_085655.1 Thomsonaria astateria isolate Z0206_ voucher Eco Shi Plateau Formation#14121 chloroplast, complete genome
NC_085656.1 Sorbus buschiana isolate Z0210 voucher T.Zaikonnikova#5921a chloroplast, complete genome
NC_085657.1 Thomsonaria corymbifera isolate Z0213 voucher Xin-Xin ZHOU#s.n. chloroplast, complete genome
NC_085658.1 Sorbus scopulina isolate Q020_S214 voucher J.Barrell&S.Spongberg#66-73 chloroplast, complete genome
NC_085659.1 Thomsonaria ochracea isolate Z0232 voucher En-De LIU et al.#3639 chloroplast, complete genome
NC_085660.1 Griffitharia pallescens isolate Z0233 voucher D.E.Boufford et al.#33170 chloroplast, complete genome
NC_085661.1 Aria pannonica isolate Z0234 voucher V.Mikolas et al.#s.n. chloroplast, complete genome
NC_085662.1 Hedlundia persica isolate Z0235 voucher V.Goloskokov#4461 chloroplast, complete genome
NC_085663.1 Sorbus poteriifolia isolate Z0237 voucher Qingzang Team#8804 chloroplast, complete genome
NC_085664.1 Sorbus pseudovilmorinii isolate Z0238 voucher D.E.Boufford et al.#37204 chloroplast, complete genome
NC_085665.1 Sorbus randaiensis isolate Z0240 voucher Wei-Hsin Hu et al.#2814 chloroplast, complete genome
NC_085666.1 Sorbus salwinensis isolate Z0242 voucher Qingzang Team#9784 chloroplast, complete genome
NC_085667.1 Thomsonaria thomsonii isolate Z0253 voucher PE Gulin Expedition#0159 chloroplast, complete genome
NC_085668.1 Micromeles zahlbruckneri isolate Z0257 voucher Yi-Bo LUO#3104 chloroplast, complete genome
NC_085669.1 Thomsonaria globosa isolate Z0258 voucher Bing LIU#2470 chloroplast, complete genome
NC_085670.1 Sorbus epidendron isolate Q065_S271 voucher B.Bartholomew et al.#237 chloroplast, complete genome
NC_085671.1 Sorbus cashmiriana isolate Q034_S278 voucher W.Koelz#5195 chloroplast, complete genome
NC_085718.1 Spiraea hypericifolia isolate Y1879 chloroplast, complete genome
NC_085719.1 Spiraea veitchii isolate Y1934 chloroplast, complete genome
NC_085720.1 Spiraea longigemmis isolate Y1935 chloroplast, complete genome
NC_085721.1 Spiraea ovalis isolate Y1936 chloroplast, complete genome
NC_085722.1 Spiraea cantoniensis isolate Y1937 chloroplast, complete genome
NC_085723.1 Spiraea laeta isolate Y1938 chloroplast, complete genome
NC_085724.1 Spiraea x vanhouttei isolate Y1940 chloroplast, complete genome
NC_085725.1 Spiraea dasyantha isolate Y1946 chloroplast, complete genome
NC_085726.1 Spiraea fritschiana isolate Y1950 chloroplast, complete genome
NC_085727.1 Spiraea prunifolia isolate Y1955 chloroplast, complete genome
NC_085728.1 Spiraea nipponica isolate Y1956 chloroplast, complete genome
NC_085729.1 Spiraea trichocarpa isolate Y1957 chloroplast, complete genome
NC_085761.1 Potentilla supina chloroplast, complete sequence
NC_086558.1 Photinia lasiogyna voucher H.Wang 3666 (PE) chloroplast, complete genome
NC_086559.1 Stranvaesia bodinieri voucher B.B.Liu P1941-3 (PE) chloroplast, complete genome
NC_086560.1 Stranvaesia nussia voucher R.C.Qin 24332 (PE) chloroplast, complete genome
NC_086561.1 Stranvaesia oblanceolata voucher P.Y.Mao 06729 (PE) chloroplast, complete genome
NC_086562.1 Photinia chihsiniana voucher L.Y.Wang & K.W.Xu 1540 (SYS) chloroplast, complete genome
NC_086563.1 Photinia kwangsiensis voucher L.Y.Wang et al. 1719 (SYS) chloroplast, complete genome
NC_086564.1 Photinia loriformis voucher L.Y.Wang 1671 (SYS) chloroplast, complete genome
NC_086565.1 Photinia raupingensis voucher L.Y.Wang 1788 (SYS) chloroplast, complete genome
NC_086566.1 Photinia stenophylla voucher L.Y.Wang 1648 (SYS) chloroplast, complete genome
NC_086968.1 Sibbaldia cuneifolia voucher Li QQ XY720 chloroplast, complete genome
NC_086969.1 Sibbaldia cuneata voucher Li QQ 20150804008 chloroplast, complete genome
NC_086971.1 Comarum palustre voucher Li QQ 20170816001 chloroplast, complete genome
NC_086972.1 Sibbaldianthe moorcroftii voucher Li QQ 20150807002 chloroplast, complete genome
NC_086973.1 Sibbaldianthe semiglabra voucher Li QQ 20170620003 chloroplast, complete genome
NC_086974.1 Sibbaldianthe sericea voucher Li QQ 20160529004 chloroplast, complete genome
NC_086975.1 Dasiphora glabra voucher Li QQ YLM720 chloroplast, complete genome
NC_086976.1 Argentina cardotiana voucher Li QQ 20160818041 chloroplast, complete genome
NC_086978.1 Argentina gombalana voucher Li QQ 20170720032 chloroplast, complete genome
NC_086979.1 Argentina peduncularis voucher Li QQ 20160808052 chloroplast, complete genome
NC_086980.1 Potentilla micropetala voucher Li QQ 20170720016 chloroplast, complete genome
NC_086981.1 Argentina smithiana voucher Li QQ CE0720 chloroplast, complete genome
NC_086982.1 Potentilla stenophylla voucher Li QQ 20160808054 chloroplast, complete genome
NC_086983.1 Potentilla microphylla voucher Li QQ 20150812033 chloroplast, complete genome
NC_086984.1 Argentina taliensis voucher Li QQ 20160813008 chloroplast, complete genome
NC_086985.1 Argentina polyphylla voucher Li QQ 20160807019 chloroplast, complete genome
NC_086986.1 Potentilla coriandrifolia voucher Li QQ 20150812035 chloroplast, complete genome
NC_086987.1 Potentilla tetrandra voucher LQQ BDB3 chloroplast, complete genome
NC_086988.1 Potentilla clandestina voucher Li QQ 20170720025 chloroplast, complete genome
NC_086989.1 Potentilla flagellaris voucher Li QQ 20180702010 chloroplast, complete genome
NC_086990.1 Potentilla simulatrix voucher Li QQ 20170518004 chloroplast, complete genome
NC_086991.1 Potentilla fragarioides voucher Li QQ 20170518002 chloroplast, complete genome
NC_086992.1 Potentilla ancistrifolia voucher Li QQ 20170612001 chloroplast, complete genome
NC_086993.1 Argentina fallens voucher Li QQ 20170720018 chloroplast, complete genome
NC_086994.1 Potentilla leucophylla voucher Li QQ 20170613001 chloroplast, complete genome
NC_086995.1 Potentilla multifida voucher Li QQ DLW chloroplast, complete genome
NC_086996.1 Potentilla inclinata voucher Li QQ 20160714029 chloroplast, complete genome
NC_086997.1 Potentilla virgata voucher Li QQ 20160716001 chloroplast, complete genome
NC_086998.1 Potentilla longifolia voucher Li QQ 20170702002 chloroplast, complete genome
NC_086999.1 Potentilla crebridens voucher Li QQ 20170610007 chloroplast, complete genome
NC_087000.1 Potentilla asperrima voucher Li QQ 20170819008 chloroplast, complete genome
NC_087001.1 Potentilla hololeuca voucher Li QQ 20160715130 chloroplast, complete genome
NC_087002.1 Potentilla desertorum voucher Li QQ 20160718031 chloroplast, complete genome
NC_087003.1 Potentilla pamiroalaica voucher Li QQ 20160715132 chloroplast, complete genome
NC_087004.1 Potentilla sericea voucher Li QQ 20160430001 chloroplast, complete genome
NC_087005.1 Potentilla nivea voucher Li QQ 20150612017 chloroplast, complete genome
NC_087006.1 Potentilla chrysantha voucher Li QQ 20160712003 chloroplast, complete genome
NC_087007.1 Potentilla angustiloba voucher Li QQ 20160712041 chloroplast, complete genome
NC_087008.1 Potentilla nervosa voucher Li QQ 20160721023 chloroplast, complete genome
NC_087009.1 Potentilla gelida voucher Li QQ 20160715069 chloroplast, complete genome
NC_087010.1 Potentilla acaulis voucher Li QQ 20170518001 chloroplast, complete genome
NC_087011.1 Potentilla argentea voucher Li QQ 20160712026 chloroplast, complete genome
NC_087012.1 Potentilla lancinata voucher Li QQ 20160815023 chloroplast, complete genome
NC_087013.1 Potentilla conferta voucher Li QQ 20170624001 chloroplast, complete genome
NC_087014.1 Potentilla tanacetifolia voucher Li QQ 20150708008 chloroplast, complete genome
NC_087015.1 Potentilla multifida var. ornithopoda voucher Li QQ ZYD chloroplast, complete genome
NC_087016.1 Potentilla verticillaris voucher Li QQ 20150616012 chloroplast, complete genome
NC_087017.1 Potentilla multicaulis voucher Li QQ 20170518005 chloroplast, complete genome
NC_087018.1 Potentilla potaninii voucher Li QQ 2017884HX chloroplast, complete genome
NC_087019.1 Potentilla sinonivea voucher Li QQ BDB2 chloroplast, complete genome
NC_087020.1 Potentilla plumosa voucher Li QQ 20150806001 chloroplast, complete genome
NC_087021.1 Potentilla delavayi voucher Li QQ 20160814091 chloroplast, complete genome
NC_087022.1 Potentilla cryptotaeniae voucher Li QQ20170820019 chloroplast, complete genome
NC_087023.1 Sibbaldia procumbens voucher Alison M. Kelly 505 chloroplast, complete genome
NC_087024.1 Alchemilla vulcanica voucher D. Morales 48 chloroplast, complete genome
NC_087025.1 Alchemilla orbiculata voucher A. Ortiz 470, with Enrique Loachamin, Juan Gonzales, Enrique Gonzales chloroplast, complete genome
NC_087026.1 Alchemilla guatemalensis voucher H. Forther 10415 {12} et al. chloroplast, complete genome
NC_087027.1 Alchemilla holosericea voucher D. Morales, K. Romoleroux, J. Jaramillo & S. Duchicela 60 chloroplast, complete genome
NC_087028.1 Drymocallis glandulosa voucher A. Huber 1676 chloroplast, complete genome
NC_087029.1 Chamaecallis perpusilloides voucher J. F. Rock 10087 chloroplast, complete genome
NC_087030.1 Drymocallis fissa voucher Robert G. Stolze 895 chloroplast, complete genome
NC_087031.1 Potentilla sikkimensis voucher 1984 Sino-Amer. Bot. Exped. No. 544 chloroplast, complete genome
NC_087032.1 Potentilla purpurea voucher Tibet-MacArthur 2578 chloroplast, complete genome
NC_087033.1 Potentilla erecta voucher P. Raclaru et M. Alexan 3341 chloroplast, complete genome
NC_087034.1 Potentilla patellifera voucher Annie M. Alexander, Louise Kellogg 2355 chloroplast, complete genome
NC_087035.1 Potentilla canadensis voucher Li QQ 20190420001 chloroplast, complete genome
NC_087036.1 Potentilla simplex voucher Liu BB 223085 chloroplast, complete genome
NC_087037.1 Potentilla reptans voucher M. Appelhans MA 756 chloroplast, complete genome
NC_087038.1 Potentilla californica voucher Alma L. Moldenke & Harold N. Moldenke 30199 chloroplast, complete genome
NC_087039.1 Potentilla clevelandii voucher Steve Boyd, Tim Ross & Kendall McCulloh 2367 chloroplast, complete genome
NC_087040.1 Potentilla sericoleuca voucher Lewis S. Rose 55163 chloroplast, complete genome
NC_087041.1 Potentilla gordonii voucher R. C. Barneby 14357 chloroplast, complete genome
NC_087042.1 Potentilla sericata voucher La Rea J. Dennis 2725 chloroplast, complete genome
NC_087043.1 Potentilla muirii voucher Peter H. Raven 9720 chloroplast, complete genome
NC_087044.1 Horkeliella purpurascens voucher James R. Shevock 11769 chloroplast, complete genome
NC_087045.1 Potentilla multifoliolata voucher J. B. Leiberg 5606 chloroplast, complete genome
NC_087046.1 Potentilla sabulosa voucher Al Taye 5220 chloroplast, complete genome
NC_087047.1 Alchemilla microcarpa voucher Brent W. Steury 080520.1 chloroplast, complete genome
NC_088441.1 Potentilla articulata voucher Li QQ 20150804002 chloroplast, complete genome
NC_088483.1 Dryas alaskensis chloroplast, complete genome
NC_088498.1 Rosa willmottiae chloroplast, complete genome
NC_088509.1 Cercocarpus betuloides voucher Yi14141 chloroplast, complete genome
NC_088510.1 Cercocarpus ledifolius voucher Yi14146 chloroplast, complete genome
NC_088511.1 Purshia glandulosa voucher Yi14150 chloroplast, complete genome
NC_088512.1 Chamaebatia foliolosa voucher Yi14154 chloroplast, complete genome
NC_088513.1 Purshia tridentata voucher Yi14162 chloroplast, complete genome
NC_088514.1 Dryas drummondii voucher Yi14344 chloroplast, complete genome
NC_088533.1 Malus niedzwetzkyana chloroplast, complete genome
NW_027221608.1 Malus domestica chromosome 17 genomic scaffold, GDT2T_hap1 17
NW_027221607.1 Malus domestica chromosome 16 genomic scaffold, GDT2T_hap1 16
NW_027221606.1 Malus domestica chromosome 15 genomic scaffold, GDT2T_hap1 15
NW_027221605.1 Malus domestica chromosome 14 genomic scaffold, GDT2T_hap1 14
NW_027221604.1 Malus domestica chromosome 13 genomic scaffold, GDT2T_hap1 13
NW_027221603.1 Malus domestica chromosome 12 genomic scaffold, GDT2T_hap1 12
NW_027221602.1 Malus domestica chromosome 11 genomic scaffold, GDT2T_hap1 11
NW_027221601.1 Malus domestica chromosome 10 genomic scaffold, GDT2T_hap1 10
NW_027221600.1 Malus domestica chromosome 09 genomic scaffold, GDT2T_hap1 09
NW_027221599.1 Malus domestica chromosome 08 genomic scaffold, GDT2T_hap1 08
NW_027221598.1 Malus domestica chromosome 07 genomic scaffold, GDT2T_hap1 07
NW_027221597.1 Malus domestica chromosome 06 genomic scaffold, GDT2T_hap1 06
NW_027221596.1 Malus domestica chromosome 05 genomic scaffold, GDT2T_hap1 05
NW_027221595.1 Malus domestica chromosome 04 genomic scaffold, GDT2T_hap1 04
NW_027221594.1 Malus domestica chromosome 03 genomic scaffold, GDT2T_hap1 03
NW_027221593.1 Malus domestica chromosome 02 genomic scaffold, GDT2T_hap1 02
NW_027221592.1 Malus domestica chromosome 01 genomic scaffold, GDT2T_hap1 01
NC_091677.1 Malus domestica chromosome 17, GDT2T_hap1
NC_091676.1 Malus domestica chromosome 16, GDT2T_hap1
NC_091675.1 Malus domestica chromosome 15, GDT2T_hap1
NC_091674.1 Malus domestica chromosome 14, GDT2T_hap1
NC_091673.1 Malus domestica chromosome 13, GDT2T_hap1
NC_091672.1 Malus domestica chromosome 12, GDT2T_hap1
NC_091671.1 Malus domestica chromosome 11, GDT2T_hap1
NC_091670.1 Malus domestica chromosome 10, GDT2T_hap1
NC_091669.1 Malus domestica chromosome 09, GDT2T_hap1
NC_091668.1 Malus domestica chromosome 08, GDT2T_hap1
NC_091667.1 Malus domestica chromosome 07, GDT2T_hap1
NC_091666.1 Malus domestica chromosome 06, GDT2T_hap1
NC_091665.1 Malus domestica chromosome 05, GDT2T_hap1
NC_091664.1 Malus domestica chromosome 04, GDT2T_hap1
NC_091663.1 Malus domestica chromosome 03, GDT2T_hap1
NC_091662.1 Malus domestica chromosome 02, GDT2T_hap1
NC_091661.1 Malus domestica chromosome 01, GDT2T_hap1
NC_014697.1 Prunus persica chloroplast, complete genome
NC_015206.1 Fragaria vesca subsp. vesca chloroplast, complete genome
NC_015996.1 Pyrus pyrifolia chloroplast, complete genome
NC_016921.1 Pentactina rupicola chloroplast, complete genome
NC_018554.1 Malus x domestica mitochondrion, complete genome
NC_018766.1 Fragaria vesca subsp. bracteata chloroplast, complete genome
NC_018767.1 Fragaria mandshurica plastid, complete genome
NC_019601.1 Fragaria chiloensis chloroplast, complete genome
NC_019602.1 Fragaria virginiana chloroplast, complete genome
NW_004443449.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0513167, whole genome shotgun sequence
NW_004443448.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0513160_u, whole genome shotgun sequence
NW_004443447.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0513155, whole genome shotgun sequence
NW_004443446.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0513139, whole genome shotgun sequence
NW_004443445.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0513126, whole genome shotgun sequence
NW_004443444.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0513090, whole genome shotgun sequence
NW_004443442.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0513070, whole genome shotgun sequence
NW_004443440.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0513064, whole genome shotgun sequence
NW_004443439.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0513059, whole genome shotgun sequence
NW_004443438.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0513057, whole genome shotgun sequence
NW_004443434.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0513040, whole genome shotgun sequence
NW_004443429.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0513033, whole genome shotgun sequence
NW_004443427.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0513031, whole genome shotgun sequence
NW_004443426.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0513028, whole genome shotgun sequence
NW_004443419.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0513018, whole genome shotgun sequence
NW_004443416.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0513012, whole genome shotgun sequence
NW_004443414.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0513007, whole genome shotgun sequence
NW_004443408.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0512996, whole genome shotgun sequence
NW_004443406.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0512992, whole genome shotgun sequence
NW_004443405.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0512988, whole genome shotgun sequence
NW_004443397.1 Fragaria vesca subsp. vesca unplaced genomic scaffold, FraVesHawaii_1.0 scf0512956, whole genome shotgun sequence
NW_004440463.1 Fragaria vesca subsp. vesca linkage group LG7 genomic scaffold, FraVesHawaii_1.0 LG7, whole genome shotgun sequence
NW_004440462.1 Fragaria vesca subsp. vesca linkage group LG6 genomic scaffold, FraVesHawaii_1.0 LG6, whole genome shotgun sequence
NW_004440461.1 Fragaria vesca subsp. vesca linkage group LG5 genomic scaffold, FraVesHawaii_1.0 LG5, whole genome shotgun sequence
NW_004440460.1 Fragaria vesca subsp. vesca linkage group LG4 genomic scaffold, FraVesHawaii_1.0 LG4, whole genome shotgun sequence
NW_004440459.1 Fragaria vesca subsp. vesca linkage group LG3 genomic scaffold, FraVesHawaii_1.0 LG3, whole genome shotgun sequence
NW_004440458.1 Fragaria vesca subsp. vesca linkage group LG2 genomic scaffold, FraVesHawaii_1.0 LG2, whole genome shotgun sequence
NW_004440457.1 Fragaria vesca subsp. vesca linkage group LG1 genomic scaffold, FraVesHawaii_1.0 LG1, whole genome shotgun sequence
NC_020497.1 Fragaria vesca subsp. vesca linkage group LG7, FraVesHawaii_1.0, whole genome shotgun sequence
NC_020496.1 Fragaria vesca subsp. vesca linkage group LG6, FraVesHawaii_1.0, whole genome shotgun sequence
NC_020495.1 Fragaria vesca subsp. vesca linkage group LG5, FraVesHawaii_1.0, whole genome shotgun sequence
NC_020494.1 Fragaria vesca subsp. vesca linkage group LG4, FraVesHawaii_1.0, whole genome shotgun sequence
NC_020493.1 Fragaria vesca subsp. vesca linkage group LG3, FraVesHawaii_1.0, whole genome shotgun sequence
NC_020492.1 Fragaria vesca subsp. vesca linkage group LG2, FraVesHawaii_1.0, whole genome shotgun sequence
NC_020491.1 Fragaria vesca subsp. vesca linkage group LG1, FraVesHawaii_1.0, whole genome shotgun sequence
NC_021455.1 Prinsepia utilis plastid, complete genome
NC_023130.1 Pyrus spinosa chloroplast, isolate PYR002, complete sequence
NC_023798.1 Prunus mume isolate BJFU1210120008 plastid, complete genome
NC_023956.1 Prunus kansuensis chloroplast, complete genome
NW_007362543.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold9, whole genome shotgun sequence
NW_007362542.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold353, whole genome shotgun sequence
NW_007362541.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold431, whole genome shotgun sequence
NW_007362540.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold511, whole genome shotgun sequence
NW_007362539.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold595, whole genome shotgun sequence
NW_007362538.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold1101, whole genome shotgun sequence
NW_007362537.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold590, whole genome shotgun sequence
NW_007362536.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold5, whole genome shotgun sequence
NW_007362535.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold425, whole genome shotgun sequence
NW_007362534.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold527, whole genome shotgun sequence
NW_007362533.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold60, whole genome shotgun sequence
NW_007362532.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold337, whole genome shotgun sequence
NW_007362531.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold916, whole genome shotgun sequence
NW_007362530.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold247, whole genome shotgun sequence
NW_007362529.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold667, whole genome shotgun sequence
NW_007362528.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold1397, whole genome shotgun sequence
NW_007362527.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold331, whole genome shotgun sequence
NW_007362526.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold394, whole genome shotgun sequence
NW_007362525.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold77, whole genome shotgun sequence
NW_007362524.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold207, whole genome shotgun sequence
NW_007362523.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold63, whole genome shotgun sequence
NW_007362522.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold594, whole genome shotgun sequence
NW_007362521.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold410, whole genome shotgun sequence
NW_007362520.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold106, whole genome shotgun sequence
NW_007362519.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold316, whole genome shotgun sequence
NW_007362518.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold122, whole genome shotgun sequence
NW_007362517.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold30, whole genome shotgun sequence
NW_007362516.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold172, whole genome shotgun sequence
NW_007362515.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold136, whole genome shotgun sequence
NW_007362514.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold222, whole genome shotgun sequence
NW_007362513.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold764, whole genome shotgun sequence
NW_007362512.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold597, whole genome shotgun sequence
NW_007362511.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold22, whole genome shotgun sequence
NW_007362510.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold82, whole genome shotgun sequence
NW_007362509.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold630, whole genome shotgun sequence
NW_007362508.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold371, whole genome shotgun sequence
NW_007362507.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold188, whole genome shotgun sequence
NW_007362506.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold612, whole genome shotgun sequence
NW_007362505.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold266, whole genome shotgun sequence
NW_007362504.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold327, whole genome shotgun sequence
NW_007362503.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold54, whole genome shotgun sequence
NW_007362502.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold265, whole genome shotgun sequence
NW_007362501.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold272, whole genome shotgun sequence
NW_007362500.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold162, whole genome shotgun sequence
NW_007362499.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold475, whole genome shotgun sequence
NW_007362498.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold56, whole genome shotgun sequence
NW_007362497.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold103, whole genome shotgun sequence
NW_007362496.1 Prunus mume isolate 4 unplaced genomic scaffold, P.mume_V1.0 scaffold205, whole genome shotgun sequence
NW_007362495.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362494.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362492.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362491.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362490.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362489.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362488.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362487.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362486.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362485.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362484.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362482.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362481.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362480.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362479.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362478.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362477.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
